id,price,bedrooms,bathrooms,area,zip_code,age,grade
2475900840,258000,2,1,750,98024,88,6
7452500190,345000,3,1.75,710,98126,70,6
3459000050,470000,3,1.75,2290,98155,55,8
2624049091,2.90E+06,5,2.5,3750,98118,95,10
1138000250,350000,3,1.5,980,98034,51,7
4399210130,225500,2,1.75,1590,98002,48,7
2770601365,473000,2,1,940,98199,78,6
7272000980,279000,3,1.75,1750,98198,58,7
1566100010,470000,3,1,1460,98125,72,6
6338000592,565000,3,1.75,1540,98105,95,6
2815600305,695000,3,2,2560,98136,68,8
561500290,315000,3,1.75,1660,98022,29,7
3905080280,529000,3,2.5,1880,98029,27,8
925069071,750000,5,3.75,3500,98053,53,8
2426049174,481500,3,2.25,1840,98034,27,7
9407600250,211000,3,2,1060,98038,33,7
7955050170,455000,3,2.25,1790,98034,47,7
7224000950,238950,2,1,810,98055,82,5
464001025,722500,4,3.5,2600,98117,17,8
5569700020,795000,4,2.5,3230,98075,47,8
1310910290,327500,4,2.25,2240,98032,49,8
5104531640,585000,4,3,3400,98038,14,9
1025039145,775000,4,2,3140,98199,81,7
5406500170,645000,4,2.5,2780,98075,19,8
1826049426,445000,4,2.75,2320,98133,52,8
2011000010,257950,3,1.75,1370,98198,33,7
9368700006,375000,5,1.75,2230,98178,61,7
8016250080,245000,3,2.5,1610,98030,26,7
4053200285,725000,3,2.5,3410,98042,30,11
5411600020,702000,4,2.5,2810,98074,15,9
847100078,330000,3,1.75,1850,98059,77,6
4232903295,940000,3,1.5,1790,98119,108,8
7979900680,354500,3,1,1150,98155,70,7
492000532,279950,4,2.75,2420,98002,106,7
2310000430,284000,3,2.25,1580,98038,31,7
8832900780,480000,5,2,1760,98028,61,8
8832900780,647500,5,2,1760,98028,61,8
3249500020,625000,3,2.5,2750,98077,27,9
8651442810,152000,3,1,920,98042,42,7
8564500020,322000,3,1,960,98034,59,7
3019300050,445000,3,1.75,1120,98107,104,7
2460900020,595000,3,1,1560,98144,113,7
2698200010,165000,3,1,1380,98055,39,7
104560010,278500,4,2.5,1940,98023,30,7
5710610430,517500,3,1.75,1810,98027,47,8
34000005,343566,2,1,1100,98136,66,7
7349400420,286285,4,2.25,1980,98002,43,7
3298300130,474905,4,1.5,1340,98008,61,6
7312400080,550000,3,1.75,1680,98126,60,7
3356404198,286000,4,2.5,2060,98001,27,6
2344300122,900000,3,3.25,2620,98004,40,8
3904901330,449950,3,2.25,1610,98029,35,7
7524100280,259000,4,1.5,1490,98198,54,7
2473390440,340000,3,2.25,1900,98058,51,7
2215800050,785000,4,2.5,3440,98053,26,9
2769602475,490000,2,1,1840,98107,110,6
9183700470,344950,4,2,2330,98030,79,7
1337800284,950000,3,2,2250,98112,115,9
3867400130,810000,4,1.75,2000,98116,62,7
7856410020,998160,2,2.5,3010,98006,44,9
9477730080,377000,3,1.75,1680,98056,41,8
3300760020,595000,3,2,1530,98033,36,8
148000440,313300,2,1,970,98116,109,6
1708400595,360000,5,1.75,1550,98108,79,7
9264901680,188000,3,1.75,1660,98023,41,8
3226079091,755000,3,2.5,3680,98014,26,9
2877104175,1.29E+06,5,3.5,3210,98117,103,10
8843900396,455000,3,1,1480,98027,80,6
1425059193,817500,5,3.5,3600,98052,15,10
5694000768,550000,3,2.25,1700,98103,18,8
8732190460,260000,3,1.75,1680,98023,42,8
723099028,320000,3,2,1550,98045,21,7
4139480190,1.15E+06,3,3.25,3780,98006,21,11
1133000050,362000,4,2.5,2360,98125,35,7
2770601462,503500,3,2.5,1810,98199,23,7
3630120480,653000,3,2.5,2290,98029,14,9
624110050,760000,4,2.75,3370,98077,29,10
2301400655,775000,4,1.75,2090,98117,104,7
7936500190,1.34E+06,4,3.75,2130,98136,65,9
126039323,417500,5,1.75,2060,98177,66,7
9512500460,525000,3,1.5,1560,98052,51,7
7203601405,217000,2,1,730,98198,86,4
6204200170,525000,4,2.75,2910,98011,35,8
5027800190,442500,4,2.25,2490,98155,44,7
2206500430,525000,4,1.75,1710,98006,65,7
9477001410,425500,4,1.75,1520,98034,53,7
2324079073,710000,3,2.75,2930,98024,30,8
2817210420,545000,4,3,3160,98070,29,8
1402200440,410000,5,2.75,2910,98058,53,8
1545808370,245000,3,2.25,1700,98038,40,7
7335400500,194900,2,1,810,98002,97,6
1843130980,284000,4,2.5,2000,98042,17,7
9262800255,280000,2,1.75,1894,98001,84,6
8656800190,280000,3,1.75,2080,98014,50,6
2113700235,360000,4,2,1730,98106,77,7
4235400255,405000,2,1,720,98199,78,6
8691360380,865000,4,2.5,3560,98075,20,10
2205500080,483300,4,2,1210,98006,65,7
4137000250,355000,4,2.5,2130,98092,35,8
2310010050,274950,3,2.25,1570,98038,30,7
1370802115,1.93E+06,3,4.5,3950,98199,22,11
6117900010,755000,3,3.25,3450,98166,31,11
2626069030,1.94E+06,4,5.75,7220,98053,20,12
9407102360,309212,3,1.75,1150,98045,41,7
104510440,219950,3,2.25,1500,98023,36,7
7519000170,690000,3,2.5,1300,98117,100,7
2113700500,250800,3,1.75,1290,98106,77,6
1560930050,557500,3,2,2510,98038,26,9
9550204590,941000,4,1.75,2320,98105,94,8
4217402115,3.65E+06,6,4.75,5480,98105,84,11
9412710440,305000,4,2.75,2030,98042,43,7
6043400006,815000,4,1.5,2060,98004,71,8
1024039049,1.02E+06,3,2.5,2920,98116,66,9
1250204835,1.24E+06,4,3,3330,98144,92,9
6388920460,535000,3,2.5,2110,98056,30,9
1925059049,775000,3,1,1175,98004,71,6
7760400420,255000,3,2,1590,98042,26,7
6163901271,327000,2,1,1070,98155,73,7
5437200050,560000,4,2,2720,98003,44,8
3885806565,1.34E+06,4,3.5,2980,98033,22,9
8651443190,199500,3,1.75,1160,98042,43,7
1722069145,760000,4,2.5,3580,98038,16,9
7883605985,439000,3,2.25,3020,98108,26,8
4038700190,527000,4,2.25,2380,98008,59,7
8661000089,199950,3,2.75,2270,98022,72,6
2329800430,254000,3,2.25,1660,98042,32,7
6431500280,393000,2,1,830,98103,99,7
6204430250,585000,5,2.25,2480,98011,41,8
4365200630,450000,2,2,1900,98126,97,7
3630120050,565000,2,1.75,1670,98029,15,9
7844200050,330000,5,2.25,2000,98188,34,7
1240700006,870000,3,2,2320,98074,28,9
8563000470,585000,4,2.5,1860,98008,54,8
3221069091,500000,3,2.5,2110,98092,43,9
8645530010,225000,3,2,1400,98058,41,7
8645530010,295000,3,2,1400,98058,41,7
2141300420,775000,3,2.75,2850,98006,44,9
9407101900,280000,3,1,1370,98045,39,7
1931300425,539000,3,2.5,2170,98103,97,7
9290800050,567500,3,1.75,2570,98166,67,8
9421500010,442500,4,2.25,1970,98125,60,8
3333500151,598200,5,3.75,2980,98118,23,8
3759500006,610000,4,2.5,2300,98033,65,8
4221270290,544900,3,2.5,1990,98075,16,8
1775801405,557500,4,2.5,2390,98072,19,8
3575302575,532500,3,2.5,2160,98074,41,7
2581300010,1.35E+06,4,3.25,3300,98040,35,10
8805900080,750000,3,2,1840,98112,100,7
8121200460,530000,3,2.5,2030,98052,37,8
2461900609,346100,3,2.5,1400,98136,17,7
3298600440,260000,4,2.25,2320,98092,43,9
643300010,365000,3,1.75,1410,98006,61,7
224069102,615000,3,2,1860,98075,37,7
8856960050,318400,4,2.5,1820,98038,26,7
4024101478,498500,4,2.5,1910,98155,27,8
1839910470,450000,3,1.75,1540,98034,49,7
3668000670,200000,3,2,1430,98092,32,7
1274500420,234000,3,1,1010,98042,52,7
8151600470,121800,2,1,940,98146,73,5
56000095,805000,3,2.75,2600,98116,91,8
3432500980,410000,4,2.25,2060,98155,57,8
7940700050,475000,3,2.5,1920,98034,34,8
1025039292,1.34E+06,4,2.5,2900,98199,34,11
3438503140,269000,1,1,1020,98106,73,7
7558750190,573000,4,2.25,2150,98052,41,8
3395040440,330000,3,2.5,1660,98108,19,7
4338800190,252750,4,1,1230,98166,76,7
8682290670,745000,2,2.5,2170,98053,13,8
5113260430,280000,3,2,1280,98038,29,7
387000190,535000,4,2.5,2240,98146,46,8
6844703135,580000,4,1.5,1780,98115,67,7
8899000190,301000,3,1.75,1840,98055,52,7
3275760190,600000,4,1.75,1740,98008,52,7
3438500924,538900,5,3,3040,98106,15,9
5104530430,366000,3,2.5,2370,98038,14,8
5468770250,303000,4,2.5,2100,98042,17,8
4318200440,432000,3,2.25,1470,98136,13,8
1721800190,300000,2,1.5,1300,98146,75,6
1250202285,908800,3,3,3420,98144,81,8
2767602945,500000,3,1.5,1190,98107,80,7
321049090,254000,5,2,2080,98001,61,7
4443801495,470000,5,1.5,2180,98117,96,7
3275750290,480000,3,2,1460,98008,53,7
2273600460,536000,3,1.75,1530,98033,37,7
8562720420,1.35E+06,4,3.5,4740,98027,14,11
1330900250,550000,3,2.25,1980,98052,40,8
1099600250,260000,3,1.75,1710,98023,44,7
1445200190,284900,2,1.5,1160,98155,14,7
1929300052,740000,3,2.5,2200,98109,18,9
7626200280,425000,2,1,1170,98136,100,7
7211402115,230000,3,1,1120,98146,55,7
324000280,675000,3,1.5,1710,98116,94,8
8091410080,267500,3,1.75,1650,98030,34,7
6616000010,814000,4,2.5,2840,98118,68,8
1125069102,1.25E+06,4,3,3310,98053,31,9
6413600151,460000,3,2,1860,98125,35,7
2607720420,445000,3,2.5,2250,98045,26,8
1854900470,715000,3,2.5,2890,98074,16,8
8901000911,425000,3,1.75,2120,98125,73,7
3709600190,370000,4,2.5,2130,98058,11,8
537000255,302000,2,1.75,1170,98003,83,6
4036800170,453000,4,1.75,2120,98008,64,7
5127100190,290000,3,1.75,1280,98059,51,7
1762600190,1.04E+06,4,2.5,3170,98033,32,10
7796100080,925000,4,2.25,2260,98033,53,9
9465910190,600000,3,1.75,2930,98072,27,9
9284801845,354000,3,1.5,1060,98126,39,7
3210200373,204950,4,1.75,1740,98023,42,7
1854900430,675000,4,2.5,2990,98074,15,8
2944000050,995000,4,3.25,3530,98052,34,11
7971300020,800000,5,2,2960,98005,63,7
1542800010,472500,3,2.5,1650,98052,24,8
1433500050,549950,4,2.5,2720,98007,51,8
9482700080,575575,3,1.75,1516,98103,95,7
3303870050,545000,4,3.25,4386,98092,14,10
2071700010,340000,3,2.25,2580,98133,57,7
421000430,225000,3,1,960,98056,57,6
2787460430,299950,2,1.75,1460,98031,37,7
2436200185,829900,4,3.5,3840,98105,19,8
9542830440,340000,4,2.5,2090,98038,13,7
23500190,515000,4,2.25,2470,98052,45,8
3905030190,601000,4,2.5,2090,98029,28,8
8079050010,470000,3,2.5,2070,98059,26,8
3172600095,371500,3,1,1650,98106,66,7
126059242,550000,3,1.75,1880,98072,40,8
2944510080,242550,4,2.5,2060,98023,25,8
7019000050,367500,3,1.5,1410,98177,59,8
7212680460,359000,4,3.5,2770,98003,24,8
5706600170,204900,3,2,1390,98001,36,7
3322049005,850000,4,2.75,5440,98001,51,9
7338000950,187000,3,1.5,1280,98002,35,6
3323059027,326000,3,2.75,1720,98058,62,7
3323059027,340000,3,2.75,1720,98058,62,7
5502700005,330000,6,2.25,3040,98030,69,8
7205930050,782000,4,3.5,3780,98052,19,9
1853200190,612000,4,2.5,2670,98034,21,8
2697400020,400000,3,2,1350,98177,56,7
226039316,941500,5,3.5,3490,98177,40,9
3126049439,313000,2,1.5,870,98103,16,8
3491300052,735000,4,2.25,2410,98117,91,7
6662410020,471000,3,1.75,1640,98011,43,8
6139100086,350000,3,1,1540,98155,70,7
5710610670,530000,4,2.5,2370,98027,44,8
7503000020,415000,4,3,1830,98028,29,7
1795920440,639500,4,2.25,2330,98052,34,8
3570000130,580379,4,2.75,2240,98075,44,8
7853340430,378000,2,2.5,1700,98065,11,8
2473380010,265000,3,2.25,1750,98058,51,7
3306300630,212000,3,1.75,1100,98023,53,6
3222049120,400000,4,3,2320,98198,22,8
2425059173,750000,4,2.5,2540,98008,23,8
1196000007,384900,5,2.5,3090,98023,52,8
8651402910,176000,2,1,770,98042,51,6
3558000130,350000,3,2.75,2370,98038,18,7
3830210020,168000,3,1,1200,98030,43,6
7950302210,358000,4,2,2200,98118,112,7
1774200190,580000,3,2.75,2660,98077,45,8
3715500170,442500,3,1.75,1600,98034,43,7
2436700655,515000,2,2.5,1330,98105,16,8
5072100095,554000,5,2.5,3440,98166,62,8
305000170,659000,3,2.5,2510,98075,24,9
2570300130,414999,4,2.5,2150,98034,57,7
776600130,275000,3,1.5,1180,98045,37,6
5379802181,193000,2,1,680,98188,69,5
9558020380,525000,4,2.5,2840,98058,18,9
3396830020,424000,3,2.5,1820,98052,35,8
7519001825,455000,2,1,1070,98117,112,6
2324039069,463000,2,1,1250,98126,77,7
1245500950,1.10E+06,4,2.5,2190,98033,60,7
5100404030,523000,3,1.75,3000,98115,57,8
9542000050,615000,4,1.75,2270,98005,61,8
5608000630,1.52E+06,4,4,4500,98027,29,12
475001235,870000,5,4,3400,98107,120,8
2725069150,710000,3,2.5,2830,98074,29,10
9202000080,215000,3,1,960,98023,53,7
225039049,590000,2,1,1530,98117,100,7
2212500430,323000,5,2.5,2500,98092,58,7
2473100010,279000,4,2,1560,98058,54,7
2795000080,535100,3,2.25,2070,98177,47,8
9541800010,830000,5,2.25,2710,98005,61,9
2619920010,815000,4,2.5,3150,98033,18,9
4046400010,535900,3,2.25,1880,98008,45,8
7642200095,230000,3,1,1250,98146,65,7
8899000430,325500,4,1.75,2290,98055,51,7
8944750480,359000,3,2.25,1990,98056,23,7
7852020660,505000,3,2.5,2100,98065,21,8
7789000080,253905,3,1,940,98056,62,7
6413100122,369950,3,1.75,1640,98125,55,8
8856960280,350000,3,2.25,1860,98038,25,7
1868901190,650000,4,2.25,2100,98115,19,8
3123039136,295000,3,1.75,1500,98070,95,6
3585300415,620000,3,1.75,1680,98177,72,8
2624089007,2.00E+06,2,2.5,3900,98065,11,12
4338800170,246000,3,1,1400,98166,76,6
4046501300,430000,3,2.75,2600,98014,55,7
3331001995,509990,3,2,1440,98118,99,6
802000130,490000,4,1.75,1870,98033,58,7
2011400779,385000,4,2.75,2960,98198,41,8
8651610660,769000,4,2.5,2440,98074,21,9
1788900380,185000,2,1,1122,98023,60,6
2121000250,303500,3,1.5,1060,98034,47,7
2110900050,468000,4,2.5,2150,98177,63,8
5469503280,449950,4,2.5,3100,98042,42,9
6300000364,235000,2,1.5,880,98133,21,7
2616800050,520000,4,2.5,2490,98027,35,9
1446400648,203000,2,1,1080,98168,69,6
4038700380,657000,5,2.5,2530,98008,60,7
9109000050,275000,3,1,1200,98126,66,7
9465910380,540000,4,2.25,2850,98072,29,9
1137400460,455000,4,2.5,2950,98059,15,7
2545700020,458500,2,1.75,1160,98115,79,7
3260570290,549900,4,3.5,3420,98055,17,10
5652600185,750000,3,1.75,2240,98115,97,8
7347600507,235000,4,1.75,1450,98168,58,7
1545802850,286000,4,2.5,1820,98038,31,7
3126059027,2.65E+06,4,3.5,4700,98033,62,11
8087800430,602000,4,1.75,2430,98052,57,7
9547200460,640000,3,1.5,1960,98115,105,7
3826501060,267000,3,1.75,1440,98030,43,8
5406500430,712000,4,2.5,2730,98075,19,8
5417600130,244500,2,1,910,98065,97,5
5417600130,301000,2,1,910,98065,97,5
2138700345,990000,4,2.5,2430,98109,101,8
5611500170,739999,4,2.75,3350,98075,21,10
5700002125,480000,4,1.75,2320,98144,110,7
1473200170,305000,3,2.5,1260,98133,11,8
2922702965,703300,3,2,1980,98117,88,8
7895500290,265000,4,1.5,1580,98001,49,7
7338200170,600000,4,2.5,2710,98045,28,9
6929603769,253000,3,1,1400,98198,52,7
9429000170,617950,4,2.5,2410,98034,23,8
2114700190,385000,4,3.25,1790,98106,20,7
323049148,319000,3,2,1640,98118,53,7
4038700290,696000,3,2.5,1670,98008,60,7
9284802045,345000,2,1,970,98126,88,6
3188100007,380000,3,2.5,1610,98115,18,7
1200019,647500,4,1.75,2060,98166,73,8
2616800480,725000,3,2.5,3570,98027,23,9
2310000380,269950,3,1.75,1400,98038,31,7
4054560170,875000,4,2.5,3470,98077,25,10
7972601900,299950,3,1,1210,98106,65,7
3391500050,1.88E+06,4,3.25,3930,98004,14,10
8132700190,430000,2,1,990,98117,73,7
3904990430,495000,5,2.5,2200,98029,31,8
5469700052,275000,3,1.5,1510,98031,50,7
4006000509,333000,3,1,1620,98118,56,7
9269750460,247000,3,2.25,1580,98023,34,7
2721059173,204555,3,1.75,1260,98092,37,7
3981200660,432000,3,2,2190,98042,26,9
4012800050,175000,3,1.75,1230,98001,58,7
3275750050,556300,4,2.5,2030,98008,52,7
8572900275,286000,2,1,780,98045,90,5
993000950,320000,2,1.5,1110,98103,20,8
426069099,815000,3,2.5,2790,98077,29,9
3276180020,385000,4,1.75,1660,98056,40,7
5700001640,1.04E+06,4,1,3410,98144,110,8
9264940130,350000,4,2.25,2390,98023,33,8
7300400670,277000,4,2.5,1850,98092,22,8
4112100101,415000,6,2,2500,98118,54,8
6163901381,295000,3,1,1000,98155,69,6
7603100020,969000,4,2,2450,98116,101,8
4302200415,339888,4,1.75,1440,98106,73,6
3876760430,269950,3,2.25,1660,98030,24,7
3754501235,1.19E+06,3,2.5,2510,98034,14,10
8691330500,780000,4,2.5,3090,98075,22,10
8651401680,198000,3,1,860,98042,52,6
8011100050,350000,2,1,1220,98056,67,7
3768000280,350000,3,1,1010,98034,53,7
1321710460,319000,4,2.25,2390,98023,30,8
8731981680,311000,4,2.25,3340,98023,47,8
7714000250,394000,5,3.25,3620,98038,16,8
1336800010,1.34E+06,5,2.25,4200,98112,114,9
5442300807,2.70E+06,5,2.75,3831,98040,61,9
6190701112,396000,3,1,1980,98133,71,7
2680700280,809000,4,1.75,1790,98033,44,8
1025059181,480000,3,2,1580,98052,43,7
3856900005,535000,6,1.75,2460,98115,107,7
4302700425,425000,5,2.75,2110,98106,73,7
6824100005,408000,3,2.5,1470,98117,14,8
3625600190,1.26E+06,4,2.5,3510,98040,54,10
7588700177,310000,1,0.75,520,98117,73,6
3303950080,292000,3,2.5,1950,98038,24,8
985000950,217000,2,1,770,98168,78,6
8011100005,398500,4,2.5,2250,98056,15,8
5316100980,2.25E+06,3,3,4040,98112,90,9
6819100345,700000,4,1.75,2360,98109,65,7
3276930420,585000,4,2.5,2330,98075,31,9
6648900005,399950,3,1,1720,98155,66,7
6083000050,235000,3,1.75,1900,98168,40,6
1180008315,212000,3,1,1040,98178,69,6
8651510380,310000,3,2,2070,98074,38,8
8651510380,539000,3,2,2070,98074,38,8
9826701794,390000,3,3,1550,98122,19,8
2790400380,560000,3,2.5,2020,98052,44,9
6979940050,800000,5,2.5,3320,98075,21,9
1727001300,1.90E+06,4,3.25,4130,98005,42,11
686100380,472000,5,2,2030,98008,57,7
4037400280,502550,3,1.75,1770,98008,62,7
8691400010,830000,4,3.25,3330,98075,16,9
1450300050,224950,4,2.5,2260,98002,55,7
4024101440,375000,3,2.5,1950,98155,23,8
624100010,645000,3,2.5,2930,98077,37,9
9523102580,599000,3,2.75,1960,98103,94,7
7429000130,515000,4,2.5,2980,98031,24,9
7335400345,135000,2,1,780,98002,72,5
7215721330,485000,3,2.5,1650,98075,20,8
3117100130,890000,3,3.25,4030,98005,45,9
2868900020,215000,3,1,1010,98042,48,7
5703500130,299500,3,1,1190,98045,39,7
3025059136,800000,2,1,1050,98004,69,7
6679000130,275000,3,2.5,1560,98038,18,7
4222500020,256400,3,1.5,1490,98003,57,7
3997500130,310000,2,1,770,98155,72,6
9834201205,385000,1,1,620,98144,66,6
806000020,203000,3,1.5,1200,98055,57,7
507100005,285000,4,2,2120,98133,66,7
8635760480,473975,3,2.5,2330,98074,21,8
1328330190,320000,3,1.75,2000,98058,42,8
2919702040,599000,5,2.75,2820,98117,53,7
3095000095,580000,3,2,2040,98126,95,7
304100010,269500,4,2.25,1700,98001,21,7
617000089,274000,2,1,820,98166,66,6
3582750280,347000,2,1.75,1315,98028,46,8
3438500430,270000,3,1.75,1390,98106,63,6
8964800225,1.43E+06,3,2,1890,98004,71,8
2013801350,220000,3,1.75,1460,98198,27,7
1320069163,243000,3,1,1480,98022,65,8
7549800168,457500,3,1.75,1840,98108,95,7
3226049466,340000,2,1.75,1880,98115,69,7
9822700285,657500,4,1.5,1910,98105,108,7
538000250,332500,4,2.5,2220,98038,22,7
5702450250,340000,3,2,1410,98045,27,6
8835900086,350000,4,3,3380,98118,61,8
3333002302,428000,4,2.5,1950,98118,54,7
7787120500,515055,4,2.5,2400,98045,21,8
8563010420,450000,3,1.75,1560,98008,48,8
3361400190,190000,3,1,1040,98168,77,6
1024039001,1.00E+06,4,2.75,3090,98116,101,8
6806100420,299000,3,2.5,1850,98058,15,7
3204300225,508000,2,1,1200,98112,93,7
8857640420,294000,4,2.25,2190,98038,15,8
4443800130,320000,2,1,1380,98117,102,7
3449800290,641000,5,2.75,3710,98056,24,9
2426059071,675000,3,2.5,2320,98072,42,8
2618300190,255000,3,1.5,1110,98042,56,7
6181400920,286651,3,2.5,1830,98001,16,7
424069150,607500,4,2.5,2460,98075,51,8
856000255,765000,3,1,1270,98033,64,7
1841500050,334950,4,1.75,1700,98031,59,8
3226059071,426000,3,1,1130,98033,68,7
524059093,775000,3,1.75,1640,98004,74,7
1568100225,343000,2,1.5,1040,98155,67,6
4027700726,470101,4,2.5,2320,98028,34,8
5198600005,195000,3,1.5,1200,98002,62,7
7677300010,772500,4,1,1720,98117,92,7
7979900006,450000,3,1.5,2330,98155,66,8
1102000527,1.44E+06,4,3.75,4410,98118,19,11
1115800440,525000,4,1.75,1650,98052,50,8
9407110680,280000,3,1.5,1370,98045,40,7
6084601060,270000,3,2.5,1770,98001,34,7
993001330,406100,3,2.25,1410,98103,15,8
2475200290,332544,2,1.75,1710,98055,33,7
5381000048,110000,2,1,790,98188,73,6
5605000595,685000,6,2.25,2770,98112,99,8
1124000050,461000,4,1,1260,98177,69,7
3558900430,615000,3,2.25,2300,98034,41,8
2708100130,550000,2,1,1070,98103,94,7
1236300290,1.06E+06,4,3.5,3850,98033,25,11
525069099,685000,3,2.5,2320,98053,27,8
3262300235,1.56E+06,5,2.5,2870,98039,58,8
5104510130,312000,4,2.5,1830,98038,17,7
7197350050,507500,3,1.75,1990,98052,43,8
2822049148,217000,3,1,1110,98198,54,7
7558300170,439000,3,2.25,1830,98034,39,7
7852190050,620000,6,3.5,3600,98065,16,8
1277000020,915000,4,2.5,3210,98007,22,10
567000660,425000,4,2,1490,98144,43,7
9214400396,435000,2,1,990,98115,73,7
9406520290,305000,3,2.25,1646,98038,24,7
2112700895,276000,2,1,720,98106,102,6
2474400250,327500,3,2.25,2310,98031,30,8
3889100029,810000,3,2.5,2670,98033,17,9
11501310,715000,3,3.25,3060,98052,26,10
5672000020,272000,3,1.5,1380,98055,57,7
6668900005,266000,2,1,700,98155,71,6
2346800005,543000,3,1.5,1710,98136,76,7
2872900050,400000,3,2.5,1450,98074,36,8
4040600190,509500,5,2.25,2060,98007,59,7
7129301578,495000,3,3.5,2380,98118,23,8
3955900500,424950,4,2.5,2760,98056,19,7
7788400170,230000,3,1,940,98056,63,7
3831000010,235000,4,1.5,1760,98031,69,7
3885803895,763000,3,2,1360,98033,78,6
3810000480,350000,3,1.75,2010,98178,81,7
6169901197,900000,3,1.5,2160,98119,103,8
6882520050,250000,3,1,930,98118,47,6
2608300103,225000,3,2.5,1020,98106,16,7
3530400080,255000,2,2,1360,98198,46,8
1099760470,161700,4,1.75,1720,98023,46,7
4327600010,336000,3,3,1790,98178,32,7
6150200005,410500,3,1,1150,98133,66,7
4019300480,502700,4,3.5,2710,98155,52,8
6855100010,505000,3,2.5,2400,98034,43,7
5249801440,250000,3,1,1660,98118,110,7
5249801440,570000,3,1,1660,98118,110,7
7524350080,349900,4,2.5,2290,98198,26,8
1137800460,465000,3,2.5,2870,98003,32,10
587550280,625000,4,3.25,4240,98023,31,10
871001365,655000,3,1.75,1800,98199,68,7
1430800279,469000,4,1.75,2960,98166,74,8
1226039130,355000,3,2.25,1980,98177,56,8
7254000050,596000,3,2.5,1730,98005,19,8
3530200020,790000,4,2.5,3020,98077,34,9
2386000020,885000,4,2.25,4470,98053,29,10
6738700225,1.03E+06,4,3.25,2830,98144,108,9
6821600005,710000,4,1.75,2120,98199,79,8
3579000010,428040,3,2.5,2150,98028,32,8
9359100101,1.37E+06,5,2.25,3510,98040,61,8
6819100122,546000,2,1,970,98109,96,7
3908100020,540000,4,1,1360,98115,69,7
6392001950,435000,3,2.5,1470,98115,35,7
2872900280,540000,4,2.25,3040,98074,36,8
6437400101,284000,2,1,860,98106,102,7
7227502155,208000,2,1,820,98056,78,5
1115100169,315000,3,1.75,1900,98155,43,7
2919702705,417500,2,1,1330,98117,110,6
7302000500,345000,3,1.75,1240,98053,42,7
6021503656,375000,3,2.5,1330,98117,16,8
8665200020,389800,3,1.75,1880,98155,61,7
3288301330,475000,3,1.75,1890,98034,47,8
2621700010,569000,4,2.25,2250,98053,40,8
1824079073,985000,5,4.25,4650,98024,21,10
1954440080,532000,3,2.5,1830,98074,33,8
7452500285,280000,2,1,720,98126,69,6
7937600380,435000,4,2,1960,98058,57,7
5153200651,223000,3,1,1220,98023,68,6
2323069022,390000,2,1,1800,98027,73,7
1328340380,315000,3,1.75,1340,98058,39,7
2256500005,612000,3,3,1740,98122,38,7
9828200545,591000,3,1.75,1680,98122,98,7
686450080,800000,4,2.25,3220,98008,52,8
2571900380,225000,3,2,1610,98022,30,8
1026069120,589900,2,3,3160,98077,27,7
3882320010,565000,4,2.5,2520,98052,41,8
1377300020,650000,3,1.5,2120,98199,80,7
1124000005,499000,3,2.5,2090,98177,69,8
1151100010,280000,3,1,1330,98045,61,5
7997200130,649950,3,2.5,2420,98117,76,8
2419600005,420000,3,1.75,1510,98133,66,7
5727000010,319990,4,2.5,2120,98031,17,7
8656300080,265000,3,2,1850,98014,28,7
9517200290,482000,3,1.75,2300,98072,36,7
3123049142,452000,3,2.25,2600,98166,64,8
4139500080,1.49E+06,4,4.25,5180,98006,22,12
6150200280,375000,2,1,1810,98133,77,7
6021500840,588000,5,3,2190,98117,80,7
8691310420,635000,4,2.5,2500,98075,22,9
1402900380,280500,4,2.5,1890,98092,23,8
2345500010,210500,2,1.75,2040,98003,35,6
3279000460,196500,3,2,1310,98023,41,7
723000114,1.40E+06,5,3.5,4010,98105,49,9
5145100080,475000,3,1.75,1780,98034,43,7
8078410280,550000,3,2.5,1980,98074,33,8
3885806105,1.58E+06,3,3.25,3690,98033,13,11
5702380780,240000,3,1.75,1540,98022,29,7
3826000280,272000,3,1,1130,98168,86,6
1421079007,408506,3,2.75,2480,98010,20,8
3702900185,640000,3,2.5,2580,98116,29,9
4136880460,316000,4,2.5,2010,98092,25,8
7885100005,299000,4,2,2320,98108,77,7
3037200010,447500,2,2.25,1180,98122,16,7
4309710250,736500,4,2.5,3180,98059,20,9
3401700185,665000,4,2,2970,98072,96,8
2141300080,707000,5,2.5,3050,98006,45,8
3387800380,215000,4,1.75,1630,98031,61,7
2310000280,275000,3,2.25,1620,98038,31,7
1687900170,648000,4,2.25,2170,98006,37,8
8079000190,415000,4,2.5,2150,98059,33,8
1710400005,690000,3,2,1770,98122,21,8
2473420170,320000,4,2.75,2110,98058,41,7
1056200010,750000,3,1.75,1590,98004,64,8
263000359,355000,3,2.25,1370,98103,15,8
6624010170,246000,3,1.75,1390,98031,45,7
824059265,1.16E+06,3,1.75,1640,98004,52,8
2869100080,744000,3,2.5,2670,98052,34,8
203100440,1.21E+06,3,3.75,5400,98053,23,11
9542800290,217000,3,2,1690,98023,43,7
3342100780,583000,3,2.5,2600,98056,22,8
475000080,515000,2,1.5,1400,98107,116,7
1562100380,594000,4,1.75,2140,98007,55,8
3878900185,303100,3,1.5,1640,98178,68,8
6791100280,430000,3,1.75,1720,98075,50,7
1926059099,708000,5,3.25,3060,98034,16,8
